3Alpha_Code,Taxonomic_Code,Name_en,Scientific_Name
RBC,1100100507,Blackchin guitarfish,Rhinobatos cemiculus
RHF,1100100508,,Rhinobatos formosensis
GUD,1100100509,Chola guitarfish,Rhinobatos percellens
GUF,1100100510,Pacific guitarfish,Rhinobatos planiceps
RBH,1100100511,Halavi ray,Rhinobatos halavi
RBO,1100100512,Slender guitarfish,Rhinobatos holcorhynchus
RBN,1100100513,,Rhinobatos hynnicephalus
RBI,1100100514,,Rhinobatos irvinei
GUB,1100100515,Whitespotted guitarfish,Rhinobatos albomaculatus
RBU,1100100516,Whitesnout guitarfish,Rhinobatos leucorhynchus
RBS,1100100517,Grayspottted guitarfish,Rhinobatos leucospilus
RBD,1100100518,,Rhinobatos lionotus
RBM,1100100519,,Rhinobatos obtusus
RBL,1100100520,Speckled guitarfish,Rhinobatos glaucostigma
RHO,1100100521,,Rhinobatos ocellatus
RBP,1100100522,Shovelnose guitarfish,Rhinobatos productus
RBF,1100100523,,Rhinobatos punctifer
RBX,1100100524,Common guitarfish,Rhinobatos rhinobatos
RBW,1100100525,,Rhinobatos salalah
RBZ,1100100526,Brown guitarfish,Rhinobatos schlegelii
RBV,1100100527,Thouin ray,Rhinobatos thouin
RBQ,1100100528,Giant shovelnose ray,Rhinobatos typus
RBK,1100100529,Brazilian guitarfish,Rhinobatos horkelii
RBR,1100100530,Granulated guitarfish,Rhinobatos granulatus
RBT,1100100532,Atlantic guitarfish,Rhinobatos lentiginosus
GUZ,11001005XX,Guitarfishes nei,Rhinobatos spp
RZS,1100100601,,Zanobatus schoenleinii
RZE,1100100701,Banded guitarfish,Zapteryx exasperata
RRY,1100101401,Bowmouth guitarfish,Rhina ancylostoma
RTF,1100101601,Southern fiddler,Trygonorrhina fasciata
RTG,1100101602,,Trygonorrhina guaneria
RTM,1100101603,Magpie fiddler ray,Trygonorrhina melaleuca
GTF,11001XXXXX,"Guitarfishes, etc. nei",Rhinobatidae
RPA,1100200301,Pointed sawfish,Anoxypristis cuspidata
RPC,1100200401,Dwarf sawfish,Pristis clavata
RPM,1100200402,Largetooth sawfish,Pristis microdon
RPP,1100200403,Smalltooth sawfish,Pristis pectinata
RPR,1100200404,Common sawfish,Pristis pristis
RPZ,1100200405,Longcomb sawfish,Pristis zijsron
SAW,11002XXXXX,Sawfishes,Pristidae
RJB,1100400101,Blue skate,Raja batis
RJC,1100400102,Thornback ray,Raja clavata
RJR,1100400103,Starry ray,Raja radiata
RJM,1100400104,Spotted ray,Raja montagui
RJH,1100400105,Blonde ray,Raja brachyura
RJI,1100400106,Sandy ray,Raja circularis
RJF,1100400107,Shagreen ray,Raja fullonica
JAK,1100400108,Yellowspotted skate,Raja wallacei
RJE,1100400109,Small-eyed ray,Raja microocellata
RJN,1100400110,Cuckoo ray,Raja naevus
RJO,1100400111,Longnosed skate,Raja oxyrinchus
RJU,1100400112,Undulate ray,Raja undulata
RFS,1100400114,Roughbelly skate,Raja springeri
RFT,1100400115,Starry skate,Raja stellulata
RFY,1100400116,Prow-nose skate,Raja stenorhynchus
RFL,1100400117,Spotted skate,Raja straeleni
RFA,1100400118,Whiteleg skate,Raja taaf
JAB,1100400119,Prickly brown ray,Raja teevani
JAE,1100400120,,Raja tengu
JAF,1100400121,Roundel skate,Raja texana
JAZ,1100400123,Wedgenose skate,Raja whitleyi
JAG,1100400124,Velez ray,Raja velezi
RJA,1100400125,White skate,Raja alba
JAH,1100400126,Longnose skate,Raja rhina
JFB,1100400127,Bigmouth skate,Raja robertsi
RFO,1100400128,Rondelet's ray,Raja rondeleti
RFX,1100400129,,Raja rouxi
JFC,1100400130,,Raja schmidti
RJY,1100400131,Round ray,Raja fyllae
SRR,1100400132,Antarctic starry skate,Raja georgiana
JRK,1100400133,Ocellate skate,Raja ackleyi
JRA,1100400134,,Raja acutispina
JRF,1100400135,African ray,Raja africana
JRN,1100400136,,Raja annandalei
JRS,1100400137,Mediterranean starry ray,Raja asterias
JRU,1100400138,Sydney skate,Raja australis
JRB,1100400139,Broad skate,Raja badia
JRH,1100400140,Deep-water ray,Raja bathyphila
JRW,1100400141,Bigelow's ray,Raja bigelowi
JRI,1100400142,Big skate,Raja binoculata
JRO,1100400143,,Raja boesemani
JRL,1100400144,Bullis skate,Raja bullisi
JRM,1100400145,Blackspot skate,Raja campbelli
JRT,1100400146,Spotback skate,Raja castelnaui
JRD,1100400147,Munchskin skate,Raja caudaspinosa
JRV,1100400148,White-spotted skate,Raja cerva
JRG,1100400149,Finspot ray,Raja cervigoni
JRR,1100400150,,Raja clarkii
JRJ,1100400151,,Raja compagnoi
JRZ,1100400153,Cortez' ray,Raja cortezensis
JRY,1100400154,Eyespot skate,Raja cyclophora
JRX,1100400155,,Raja dageti
JRQ,1100400156,Ghost skate,Raja dissimilis
JFD,1100400157,Violet skate,Raja doutrei
JFE,1100400158,Clearnose skate,Raja eglanteria
JFQ,1100400159,Ecuatorial ray,Raja equatorialis
RJD,1100400160,Little skate,Raja erinacea
JFF,1100400161,,Raja fuliginea
JFG,1100400162,Freckled skate,Raja garmani
JFI,1100400163,,Raja gigas
JFU,1100400164,Greenback skate,Raja gudgeri
JFH,1100400165,,Raja heemstrai
JFW,1100400166,,Raja herwigi
JFO,1100400167,,Raja hollandi
RJG,1100400168,Arctic skate,Raja hyperborea
JFN,1100400169,,Raja innominata
JFR,1100400170,California ray,Raja inornata
RJJ,1100400171,Shorttail skate,Raja jenseni
JFJ,1100400172,,Raja johannisdavisi
JFK,1100400173,,Raja kenojei
RJL,1100400175,Barndoor skate,Raja laevis
JFA,1100400176,Rattail skate,Raja lanceorostrata
JFM,1100400177,Thornback skate,Raja lemprieri
JFS,1100400178,,Raja lentiginosa
JFV,1100400179,Leopard skate,Raja leopardus
JFX,1100400180,,Raja leucosticta
RJK,1100400181,Sailray,Raja lintea
JRC,1100400182,,Raja macrocauda
JFY,1100400183,Madeiran ray,Raja maderensis
JFZ,1100400184,,Raja meerdervoortii
JAM,1100400185,Maltese ray,Raja melitensis
JAI,1100400186,Brown ray,Raja miraletus
JAT,1100400187,Rough skate,Raja nasuta
JAD,1100400188,Norwegian skate,Raja nidarosiensis
RJT,1100400189,Winter skate,Raja ocellata
JAO,1100400190,Spreadfin skate,Raja olseni
JRP,1100400191,,Raja pita
JFP,1100400192,Argus skate,Raja polyommata
JAY,1100400193,Speckled ray,Raja polystigma
JAW,1100400194,,Raja powelli
JAU,1100400195,,Raja pulchra
JAL,1100400196,Slime skate,Raja pullopunctata
JAV,1100400197,,Raja purpuriventralis
JAR,1100400198,Rough ray,Raja radula
RFV,1100400199,Smoothback skate,Raja ravidula
SKA,11004001XX,Raja rays nei,Raja spp
BEA,1100400201,Eaton's skate,Bathyraja eatonii
BAM,1100400202,McCain's skate,Bathyraja maccaini
BMU,1100400203,Murray's skate,Bathyraja murrayi
BYC,1100400204,,Bathyraja caeluronigricans
BYD,1100400205,,Bathyraja diplotaenia
BYY,1100400206,Deep-sea skate,Bathyraja abyssicola
BYA,1100400207,Aleutian skate,Bathyraja aleutica
BYV,1100400208,,Bathyraja andriashevi
BYG,1100400209,,Bathyraja griseocauda
BYH,1100400210,,Bathyraja hesperafricana
BYI,1100400211,Sandpaper skate,Bathyraja interrupta
BYR,1100400212,Kerguelen sandpaper skate,Bathyraja irrasa
BYT,1100400213,,Bathyraja isotrachys
BYL,1100400214,Commander skate,Bathyraja lindbergi
BYM,1100400215,,Bathyraja matsubarai
BYE,1100400216,Dark-belly skate,Bathyraja meridionalis
BYN,1100400217,,Bathyraja minispinosa
BYO,1100400218,,Bathyraja notoroensis
BYP,1100400219,Pale ray,Bathyraja pallida
BYF,1100400220,Alaska skate,Bathyraja parmifera
BYQ,1100400221,Richardson's ray,Bathyraja richardsoni
BYJ,1100400222,Flathead skate,Bathyraja rosispinis
BYU,1100400223,Longnose deep-sea skate,Bathyraja shuntovi
BYK,1100400224,,Bathyraja simoterus
BYX,1100400225,,Bathyraja smirnovi
BYZ,1100400226,,Bathyraja smithii
RJQ,1100400227,Spinetail ray,Bathyraja spinicauda
BJS,1100400228,Spiny skate,Bathyraja spinosissima
BJT,1100400229,,Bathyraja trachouros
BJR,1100400230,Roughtail skate,Bathyraja trachura
BJZ,1100400231,,Bathyraja tzinovskii
BJV,1100400232,Okhotsk skate,Bathyraja violacea
BZB,1100400233,Broadnose skate,Bathyraja brachyurops
BZM,1100400234,Patagonian skate,Bathyraja macloviana
BZS,1100400235,Cuphead skate,Bathyraja scaphiops
BHY,11004002XX,Bathyraja rays nei,Bathyraja spp
RAY,1100400301,Longtail skate,Arhynchobatis asperrimus
CJA,1100400501,Cuban legskate,Cruriraja atlantis
CJD,1100400502,Smoothnose legskate,Cruriraja durbanensis
CJP,1100400503,Roughnose legskate,Cruriraja parcomaculata
CJY,1100400504,,Cruriraja poeyi
CJT,1100400505,Triangular legskate,Cruriraja triangularis
RGA,1100400601,,Gurgesiella atlantica
RGS,1100400602,,Gurgesiella sibogae
RIW,1100400701,Southern round skate,Irolita waitii
RJP,1100400801,Soft skate,Malacoraja spinacidermis
RJS,1100400802,Smooth skate,Malacoraja senta
JFT,1100400803,Krefft's ray,Malacoraja kreffti
RNA,1100400901,,Neoraja africana
RNS,1100400902,African pygmy skate,Neoraja stehmanni
RNO,1100401001,,Notoraja ochroderma
RNU,1100401002,,Notoraja subtilispinosa
RNT,1100401003,,Notoraja tobitukai
PJA,1100401101,Allens skate,Pavoraja alleni
PJS,1100401102,Smooth deep-sea skate,Pavoraja asperula
PJX,1100401103,,Pavoraja laxipella
PJN,1100401104,Peacock skate,Pavoraja nitida
PJF,1100401105,Prickly deep-sea skate,Pavoraja spinifera
RHK,1100401201,Dapple-bellied softnose skate,Rhinoraja kujiensis
RHJ,1100401202,,Rhinoraja longicauda
RHE,1100401203,,Rhinoraja odai
DPQ,1100402001,New Zealand smooth skate,Dipturus innominatus
ZRN,1100403001,New Zealand rough skate,Zearaja nasuta
DPV,1100403002,Yellownose skate,Zearaja chilensis
RRW,1100403201,Rio skate,Rioraja agassizi
QMB,1100403401,Blotched sand skate,Psammobatis bergi
QMT,1100403402,Shortfin sand skate,Psammobatis normani
XMB,11004034XX,Psammobatis sand skates nei,Psammobatis spp
YBQ,1100403601,Smallnose fanskate,Sympterygia bonapartii
YAW,1100403602,Bignose fanskate,Sympterygia acuta
BVA,1100404001,,Breviraja atripinna
BVC,1100404002,Blue ray,Breviraja caerulea
BVO,1100404003,,Breviraja colesi
BVU,1100404004,,Breviraja cubensis
BVS,1100404005,,Breviraja spinosa
JRE,1100404201,Bigthorn skate,Rajella barnardi
RJV,1100404202,,Rajella kukujevi
RAJ,11004XXXXX,Rays and skates nei,Rajidae
WST,1100500301,Whip stingray,Dasyatis akajei
RDA,1100500302,Southern stingray,Dasyatis americana
RDN,1100500303,Plain maskray,Dasyatis annotata
RDB,1100500304,Bennett's stingray,Dasyatis bennetti
RDR,1100500305,Short-tail stingray,Dasyatis brevicaudata
RDV,1100500306,Whiptail stingray,Dasyatis brevis
RDC,1100500307,Roughtail stingray,Dasyatis centroura
RDH,1100500308,,Dasyatis chrysonota
RDD,1100500309,Diamond stingray,Dasyatis dipterura
RDF,1100500310,Estuary stingray,Dasyatis fluviorum
RDG,1100500311,,Dasyatis garouaensis
RDJ,1100500312,Sharpsnout stingray,Dasyatis geijskesi
RDI,1100500313,,Dasyatis giganteus
RDU,1100500314,Longnose stingray,Dasyatis guttata
RDK,1100500315,Blue-spotted stingray,Dasyatis kuhlii
PLS,1100500316,Pelagic stingray,Dasyatis violacea
RDO,1100500317,Mekong stingray,Dasyatis laosensis
RDT,1100500318,,Dasyatis latus
RDY,1100500319,Painted maskray,Dasyatis leylandi
RDL,1100500320,Longtail stingray,Dasyatis longa
RDS,1100500321,Daisy stingray,Dasyatis margarita
RDE,1100500322,,Dasyatis margaritella
RDQ,1100500323,,Dasyatis marmorata
JDM,1100500324,,Dasyatis matsubarai
RDP,1100500325,Smalleye stingray,Dasyatis microps
JDP,1100500326,Common stingray,Dasyatis pastinaca
JDR,1100500327,,Dasyatis rudis
JDS,1100500328,Atlantic stingray,Dasyatis sabina
JDY,1100500329,Bluntnose stingray,Dasyatis say
JDT,1100500330,Thorntail stingray,Dasyatis thetidis
JDO,1100500331,Tortonese's stingray,Dasyatis tortonesei
RDW,1100500332,,Dasyatis ukpam
RDX,1100500333,,Dasyatis ushiei
RDZ,1100500334,Pale-edged stingray,Dasyatis zugei
STI,11005003XX,Stingrays nei,Dasyatis spp
DYP,1100501301,Cowtail stingray,Pastinachus sephen
RTB,1100501901,Round stingray,Taeniura grabata
RTY,1100501902,Ribbontail stingray,Taeniura lymma
RTE,1100501903,Round ribbontail ray,Taeniura meyeni
RUA,1100502101,Porcupine ray,Urogymnus asperrimus
RUN,1100502102,Butterfly ray,Urogymnus natalensis
DHK,1100503401,,Himantura alcockii
DHB,1100503402,Bleeker's whipray,Himantura bleekeri
DHC,1100503403,Freshwater whipray,Himantura chaophraya
DHD,1100503404,Dragon stingray,Himantura draco
DHF,1100503405,Pink whipray,Himantura fai
DHU,1100503406,,Himantura fluviatilis
DHG,1100503407,Sharpnose stingray,Himantura gerrardi
DHR,1100503408,Mangrove whipray,Himantura granulata
DHM,1100503409,Scaly whipray,Himantura imbricata
DHJ,1100503410,Jenkins whipray,Himantura jenkinsii
DHE,1100503411,,Himantura krempfi
DHN,1100503412,Blackedge whipray,Himantura marginata
DHX,1100503413,Marbled whipray,Himantura oxyrhynchus
DHP,1100503414,Pacific chupare,Himantura pacifica
DHH,1100503415,Chupare stingray,Himantura schmardae
DHS,1100503416,White-rimmed stingray,Himantura signifer
DHT,1100503417,Black-spotted whipray,Himantura toshi
DHV,1100503418,Honeycomb stingray,Himantura uarnak
DHL,1100503419,Leopard whipray,Himantura undulata
DHW,1100503420,Dwarf whipray,Himantura walga
DKL,1100503421,,Himantura leoparda
STT,11005XXXXX,"Stingrays, butterfly rays nei",Dasyatidae
PPT,1100600601,,Potamotrygon constellata
PPY,1100600602,,Potamotrygon hystrix
PPE,1100600603,,Potamotrygon laticeps
PPM,1100600604,,Potamotrygon magdalenae
PPR,1100600605,South American freshwater stin,Potamotrygon motoro
PPI,1100600606,,Potamotrygon scobina
PPP,1100600607,,Potamotrygon yepezi
QEX,11006006XX,Freshwater river stingray nei,Potamotrygon spp
MAF,1100700201,Longheaded eagle ray,Aetobatus flagellum
MAE,1100700202,Spotted eagle ray,Aetobatus narinari
MAO,1100700203,Ocellated eagle ray,Aetobatus ocellatus
AQX,11007002XX,,Aetobatus spp
MYL,1100700801,Common eagle ray,Myliobatis aquila
MYR,1100700802,Australian bull ray,Myliobatis australis
MYF,1100700803,Bat eagle ray,Myliobatis californica
MYH,1100700804,,Myliobatis chilensis
MYM,1100700805,Bullnose eagle ray,Myliobatis freminvillei
MYO,1100700806,Southern eagle ray,Myliobatis goodei
MYY,1100700807,Purple eagle ray,Myliobatis hamlyni
MYT,1100700808,Snouted eagle ray,Myliobatis longirostris
MYD,1100700809,Eagle ray,Myliobatis tenuicaudatus
MYJ,1100700810,Japanese eagle ray,Myliobatis tobijei
MWX,11007008XX,,Myliobatis spp
MPA,1100701101,Rough eagle ray,Pteromylaeus asperrimus
MPO,1100701102,Bull ray,Pteromylaeus bovinus
MRA,1100702401,Rough cownose ray,Rhinoptera adspersa
MRB,1100702402,Cownose ray,Rhinoptera bonasus
MRR,1100702403,Ticon cownose ray,Rhinoptera brasiliensis
MRJ,1100702404,Flapnose ray,Rhinoptera javanica
MRY,1100702405,Oman cownose ray,Rhinoptera jayakari
MRM,1100702406,Lusitanian cownose ray,Rhinoptera marginata
MRN,1100702407,Australian cownose ray,Rhinoptera neglecta
MRS,1100702408,Pacific cownose ray,Rhinoptera steindachneri
NZX,11007024XX,,Rhinoptera spp
RYM,1100702901,Mottled eagle ray,Aetomylaeus maculatus
RYV,1100702902,,Aetomylaeus milvus
RYH,1100702903,Banded eagle ray,Aetomylaeus niehofii
RYE,1100702904,Ornate eagle ray,Aetomylaeus vespertilio
RJX,11007029XX,,Aetomylaeus spp
EAG,11007XXXXX,Eagle rays nei,Myliobatidae
RMA,1100800701,,Manta alfredi
RMB,1100800702,Giant manta,Manta birostris
MNT,11008007XX,Manta rays,Manta spp
RMC,1100801001,,Mobula coilloti
RME,1100801003,Longhorned mobula,Mobula eregoodootenkee
RMH,1100801004,Lesser devil ray,Mobula hypostoma
RMJ,1100801005,Spinetail mobula,Mobula japanica
RMK,1100801006,Shortfin devil ray,Mobula kuhlii
RMM,1100801007,Devil fish,Mobula mobular
RMU,1100801008,Munk's devil ray,Mobula munkiana
RMR,1100801009,,Mobula robertsi
RMN,1100801010,Lesser Guinean devil ray,Mobula rochebrunei
RMT,1100801011,Chilean devil ray,Mobula tarapacana
RMO,1100801012,Smoothtail mobula,Mobula thurstoni
RMV,11008010XX,Mobula nei,Mobula spp
MAN,11008XXXXX,"Mantas, devil rays nei",Mobulidae
RGL,1101001501,Spiny butterfly ray,Gymnura altavela
RGU,1101001502,Australian butterfly ray,Gymnura australis
RGC,1101001503,Longsnout butterfly ray,Gymnura crebripunctata
RGJ,1101001504,Japanese butterflyray,Gymnura japonica
RGM,1101001505,California butterfly ray,Gymnura marmorata
RGI,1101001506,Smooth butterfly ray,Gymnura micrura
RGP,1101001507,Long-tailed butterfly ray,Gymnura poecilura
RGT,1101001508,Tentacled butterfly ray,Gymnura tentaculata
RGZ,1101001509,Zonetail butterfly ray,Gymnura zonura
QPI,1101001510,,Gymnura natalensis
RBY,11010015XX,Butterfly rays nei,Gymnura spp
HHB,1101200101,Sixgill stingray,Hexatrygon bickelli
HHL,1101200102,,Hexatrygon longirostra
RTJ,1101300101,,Trygonoptera javanica
RTK,1101300102,,Trygonoptera kaiana
RTU,1101300103,Western shovelnose stingaree,Trygonoptera mucosa
RTO,1101300104,Striped stingaree,Trygonoptera ovalis
RTP,1101300105,Masked stingaree,Trygonoptera personata
RUR,1101300201,,Urolophus armatus
RUU,1101300202,,Urolophus aurantiacus
RUC,1101300203,Sandyback stingaree,Urolophus bucculentus
RUI,1101300204,Circular stingaree,Urolophus circularis
RUO,1101300205,Spot-on-spot round ray,Urolophus concentricus
RUT,1101300206,Crossback stingaree,Urolophus cruciatus
RUE,1101300207,Wide stingaree,Urolophus expansus
RUV,1101300208,Patchwork stingaree,Urolophus flavomosaicus
RUG,1101300209,Spotted stingaree,Urolophus gigas
RUH,1101300210,Haller's round ray,Urolophus halleri
RUJ,1101300211,Yellow stingray,Urolophus jamaicensis
RUL,1101300212,Lobed stingaree,Urolophus lobatus
RUM,1101300213,Spotted round ray,Urolophus maculatus
RUK,1101300214,Mitotic stingaree,Urolophus mitosis
RUQ,1101300215,Coastal stingaree,Urolophus orarius
RUP,1101300216,Sparsely-spotted stingaree,Urolophus paucimaculatus
RUX,1101300217,Yellowback stingaree,Urolophus sufflavus
RUY,1101300218,Common stingaree,Urolophus testaceus
RUZ,1101300219,Greenback stingaree,Urolophus viridis
RUW,1101300220,Brown stingaree,Urolophus westraliensis
RVX,11013002XX,,Urolophus spp
JUA,1101300301,Spiny-tail round ray,Urotrygon aspidura
JUC,1101300302,Chilean round ray,Urotrygon chilensis
JUM,1101300303,,Urotrygon microphthalmum
JUU,1101300304,Munda round ray,Urotrygon munda
JUN,1101300305,Dwarf round ray,Urotrygon nana
JUR,1101300306,Reticulate round ray,Urotrygon reticulata
JUO,1101300307,Rogers' round ray,Urotrygon rogersi
JUS,1101300308,Fake round ray,Urotrygon simulatrix
RAM,1101400101,,Anacanthobatis americanus
RAO,1101400102,,Anacanthobatis borneensis
RAU,1101400103,Spotted legskate,Anacanthobatis marmoratus
RAN,1101400104,,Anacanthobatis melanosoma
RAH,1101400105,Black legskate,Anacanthobatis ori
RPD,1101500101,Deep-water stingray,Plesiobatis daviesi
SRX,110XXXXXXX,"Rays, stingrays, mantas nei",Rajiformes
TTB,1110100201,Rosette torpedo,Torpedo bauchotae
TTC,1110100202,Pacific electric ray,Torpedo californica
TTF,1110100203,New Zealand torpedo,Torpedo fairchildi
TTU,1110100204,Black-spotted torpedo,Torpedo fuscomaculata
TTN,1110100205,Ringed torpedo,Torpedo mackayana
TTI,1110100206,Shorttail torpedo,Torpedo macneilli
TTR,1110100207,Marbled electric ray,Torpedo marmorata
TTO,1110100208,Electric ray,Torpedo nobiliana
TTT,1110100209,Panther electric ray,Torpedo panthera
TTD,1110100210,Peruvian torpedo,Torpedo peruana
TTJ,1110100211,Variable torpedo ray,Torpedo sinuspersici
TTQ,1110100212,Trapezoid torpedo,Torpedo tokionis
TTV,1110100213,Common torpedo,Torpedo torpedo
TTW,1110100214,Chilean torpedo,Torpedo tremens
TZP,1110100215,Argentine torpedo,Torpedo puelcha
TOE,11101002XX,Torpedo rays,Torpedo spp
TTP,1110100501,Australian numbfish,Hypnos monopterygium
TOD,11101XXXXX,Electric rays nei,Torpedinidae
TNB,1110200101,Blind torpedo,Benthobatis marcida
TNC,1110200201,,Crassinarke dormitor
TND,1110200301,Ocellated electric ray,Diplobatis ommata
TNP,1110200302,,Diplobatis picta
TNY,1110200401,,Discopyge tschudii
TNH,1110200501,Natal electric ray,Heteronarce garmani
TNM,1110200502,,Heteronarce mollis
TNA,1110200601,Brazilian electric ray,Narcine brasiliensis
TNR,1110200602,,Narcine brevilabiata
TNU,1110200603,Brown numbfish,Narcine brunnea
TNE,1110200604,Giant electric ray,Narcine entemedor
TNI,1110200605,,Narcine indica
TNL,1110200606,,Narcine lingula
TNO,1110200607,,Narcine prodorsalis
TNN,1110200608,Slender electric ray,Narcine rierai
TNT,1110200609,Tasmanian numbfish,Narcine tasmaniensis
TNQ,1110200610,Spotted numbfish,Narcine timlei
TNV,1110200611,Vermiculate electric ray,Narcine vermiculatus
TNW,1110200612,Banded numbfish,Narcine westraliensis
TZB,1110200613,Bancroft's numbfish,Narcine bancroftii
TNK,1110200701,Onefin electric ray,Narke capensis
TNG,1110200702,Numbray,Narke dipterygia
TNJ,1110200703,,Narke japonica
NTH,1110200801,,Temera hardwickii
NTY,1110200901,Blind electric ray,Typhlonarke aysoni
